ID,Type,English,Arabic,ChineseSimplified,ChineseTraditional,Danish,Farsi,French,German,Indonesian,Italian,Japanese,Korean,Malay,Polish,Portuguese,Russian,Spanish,Turkish,Ukrainian,,,,
COLLECTABLE_DEGREE_DESCRIPTION,Text,"""Congratulations with the degree, hon. Your dad would have been so proud of you!""\n - Mom","تهانينا على الشهادة يا عزيزي، إن والدك فخور بك جدًا!""""\n - أمك",“恭喜你获得学位，亲爱的。你爸爸一定会为你感到骄傲！”\n - 妈妈,"恭喜你獲得學位，親愛的。你爸一定會為你感到驕傲！""""\n – 媽媽","""Tillykke med uddannelsen, skat. Din far ville være så stolt!""\n - Mor",«بابت گرفتن مدرکت بهت تبریک می گویم، هان. پدرت اگر اینجا بود خیلی به تو افتخار می کرد!»/n - مامان,"« Félicitations pour ton diplôme, mon cœur. Ton père aurait été tellement fier de toi ! »\n - Maman","„Gratulation zum Abschluss, Schatz. Dein Vater wäre so stolz auf dich!“\n – Mama","""Selamat atas gelarmu, sayang. Ayahmu pasti sangat bangga padamu!""\n - Ibu","""Congratulazioni per la tua laurea, tesoro. Tuo padre sarebbe stato così fiero di te!""\n - Mamma",「卒業おめでとう。お父さんはすごく誇りに思うでしょう！」\n - 母さん,"""얘야, 학위를 취득하다니 정말 축하한다. 아버지가 너를 참 대견해 하셨을꺼야!""＼n - 엄마","""Tahniah dengan ijazahmu, sayang. Ayah kamu tentu akan berasa bangga dengan kamu!""\n - Ibu","„Gratuluję ukończenia szkoły, kochanie. Twój tata byłby z ciebie taki dumny!”\n – Mama","""Parabéns pelo diploma, amor. Seu pai estaria tão orgulhoso de você!""\n — Mamãe","«Поздравляю с дипломом, дорогой. Папа бы очень тобой гордился!»\n — мама","""Zorionak tituluagatik, maitea. Zure aita oso harro legoke zuretaz!""\n - Ama","""Tatlım, rütbeni tebrik ederim. Baban seninle gurur duyardı!""\n - Annen","«Поздоровляю з отриманням диплому, серденько. Твій тато був би страшенно гордий за тебе!»\n — мама",,,,
COLLECTABLE_DEGREE_TITLE,Text,Remembrane VIII,الشهادة,学位,學位,Uddannelse,مدرک,Diplôme,Abschluss,Gelar,Laurea,学位,학위,Ijazah,Dyplom,Diploma,Диплом,Titulua,Rütbe,Диплом,,,,
COLLECTABLE_FUNERAL_DESCRIPTION,Text,"""...and he leaves behind his wife and two sons, the youngest still in primary school.""\n - Robed Stranger","...ولقد ترك ورائه زوجته وابنين، الأصغر منهما في المدرسة الابتدائية.""""\n - روبد سترانجر",“...而他留下妻子和两个儿子，最小的还在上小学。”\n - 长袍陌生人,"...而他留下老婆和兩個兒子，最小的那個還在讀小學。""""\n - 長袍怪人","""...og han efterlader sig kone og to børn, den yngste som stadig går i folkeskole.""\n - Fremmed",«...و او زن و دو پسرش را تنها گذاشت، پسر کوچکش هنوز دبستانش را هم تمام نکرده است.»/n - غریبه ربوده شده,"« ... et il laisse derrière sa femme et ses deux fils, dont le plus jeune est encore à l'école primaire. »\n - Inconnu revêtu","„… und er hinterlässt seine Frau und zwei Söhne, der jüngste noch in der Grundschule.“\n – Verhüllter Fremder","""...lalu ia meninggalkan istri dan kedua anak laki-lakinya, yang bungsu masih SD.""\n - Robed Stranger","""...e lascia sua moglie e due figli, di cui il più giovane va ancora alle elementari.""\n - Sconosciuto con la tunica",「...奥さんと2人の息子を残していってしまった。下の息子はまだ小学生なのに」\n - ローブをまとったよそ者,"""...그리고 그는 그의 아내, 초등학교에 다니는 막내와 아들을 뒤로 하고 떠납니다.""＼n - 도둑맞은 낯선 이","""...dan beliau meninggalkan isterinya dan dua anak lelaki, yang bongsu masih lagi di sekolah rendah.""\n - Orang Tidak Dikenali Berpakaian Jubah","„...i pozostawia żonę oraz dwóch synów, z których młodszy wciąż chodzi do szkoły podstawowej”.\n – Nieznajomy w szacie","""... ele deixa esposa e dois filhos, o mais novo ainda no primário.""\n — Estranho com vestes","«...он оставил в этом мире жену и двоих сыновей. Младший сын еще даже не закончил начальную школу», — незнакомец в сутане","""...eta atzean utzi zituen emaztea eta bi seme; txikiena lehen hezkuntza dago oraindik.""\n - Tunika duen ezezaguna","...ve karısından ve küçüğü hala ilkokulda okuyan iki oğlundan ayrılır.""""\n - Robed Stranger","«... і він полишає дружину та двох синів, а менший ще тільки в початковій школі».\n — Незнайомець у костюмі",,,,
COLLECTABLE_FUNERAL_TITLE,Text,Remembrane V,الجنازة,葬礼,喪禮,Begravelse,تدفین,Funérailles,Beerdigung,Pemakaman,Funerale,葬儀,장례식,Pengebumian,Pogrzeb,Funeral,Похороны,Hileta,Cenaze,Похорон,,,,
COLLECTABLE_JOB_DESCRIPTION,Text,"""...so congratulations. We have great expectations for you. Welcome aboard, kiddo.""\n - Mr. Smith","...تهانينا الحارة. ننتظر منك توقعات كبيرة. مرحبًا بك معنا في الشركة يا عزيزي.""""\n - السيد سميث",“...祝贺你。我们对你抱有很大的期望。欢迎入职，老兄。”\n - 史密斯先生,"...真是恭喜。我們對你期望很高。歡迎搭乘，老兄。""""\n - 史密斯先生","""...så tillykke med det. Vi har store forventninger til dig. Velkommen til.""\n - Hr. Smith",«...خب تبریک می گویم. انتظارات بزرگی از تو داریم. خوش آمدی، بچه جان.»/n - آقای اسمیت,"« ... Bon, félicitations. Nous attendons beaucoup de vous. Bienvenue parmi nous, mon petit. »\n - M. Smith","„… also Glückwunsch.“ Wir haben große Erwartungen an dich. Willkommen im Team, Kleiner.“\n – Hr. Schmitt","""... jadi selamat. Kami berharap banyak padamu. Selamat datang, Nak.""\n - Mr. Smith","""...quindi, congratulazioni. Ci aspettiamo grandi cose da te. Benvenuto a bordo, giovanotto.""\n - Sig. Smith",「...おめでとう。お前には期待しているよようこそ。」\n - ミスター･スミス,"”...음...축하해. 우리는 너에게 기대가 크단다. 이 대열에 합류하게 된 것을 축하한다, 얘야.""＼ - 스미스 아저씨","""...jadi tahniah. Kami amat meletakkan harapan tinggi kepada kamu. Selamat datang, nak.""\n - Encik Smith",„...Moje gratulacje. Wiążemy z tobą wielkie oczekiwania. Witaj na pokładzie”.\n – Pan Smith,"""... então, parabéns. Esperamos grandes coisas de você. Bem-vindo a bordo, moleque.""\n — Sr. Silva","«...поэтому поздравляю. Мы возлагаем на тебя большие надежды. Добро пожаловать на борт, сынок»,\n — м-р Смит","""...zorionak, beraz. Asko espero dugu zugandik. Ongi etorri taldera, gazte.""\n - Smith Jn.","""...çok tebrik ederim. Senin için büyük beklentilerimiz var. Gemiye hoş geldin, kiddo.""\n - Bay Smith",«... Так що вітаю. Ми на тебе покладаємось. Вітаємо у нашій компанії».\n — містер Сміт,,,,
COLLECTABLE_JOB_TITLE,Text,Remembrane X,الوظيفة,工作,工作,Arbejde,کار,Job,Job,Pekerjaan,Lavoro,ジョブ,직장,Kerja,Praca,Trabalho,Работа,Lana,İş,Робота,,,,
COLLECTABLE_KETTLE_DESCRIPTION,Text,"""Dad's not feeling so well today, hon. Please go put the kettle on?""\n - Mom","والدك ليس في حالة جيدة اليوم يا عزيزي، شغل الغلاية رجاء؟""""\n - أمك",“亲爱的，爸爸今天不太舒服。可以去烧壶开水吗？”\n - 妈妈,"爸爸今天不太舒服，親愛的。可以去幫我燒開水嗎？""""\n – 媽媽","""Far har det ikke så godt i dag, skat. Gider du ikke at tænde op under kedlen?""""\n - Mor",«حال پدر امروز خیلی خوب نیست، هان. می شود لطفاً زیر کتری را روشن کنی؟»/n - مامان,"« Papa ne se sent pas très bien aujourd'hui, mon cœur. Tu veux bien faire chauffer de l'eau ? »\n - Maman","„Papa geht es heute nicht so gut, Schatz. Machst du bitte mal Tee?“\n – Mama","""Ayah agak tidak enak badan hari ini, sayang. Bisa tolong nyalakan ketelnya?""\n - Ibu","""Papà non si sente molto bene oggi, tesoro. Per favore, metti su la teiera?""\n - Mamma",「お父さんは、今日、具合がよくないの。やかんを火にかけてくれる？」\n - 母さん,"""아빠가 오늘 몸이 별로 안좋은거 같아, 얘야. 가서 주전자 좀 올려주겠니?""＼n - 엄마","""Ayah tidak sihat hari ini, sayang. Tolong hidupkan cerek?""\n - Ibu","„Kochanie, tata nie czuje się dzisiaj najlepiej. Czy możesz nastawić czajnik?”\n – Mama","""Papai não está se sentindo bem hoje, amor. Coloque a chaleira no fogo, sim?""\n — Mamãe","«Папа сегодня плохо себя чувствует, дорогой. Поставь чайник, пожалуйста»,\n — мама","""Aita gaur ez dago oso ongi, maitea. Teontzia jarriko, mesedez?""\n - Ama","Bugün baban iyi hissetmiyor tatlım. Lütfen su ısıtıcısını takar mısın?""""\n - Annen","«Тато сьогодні недобре почувається, серденько. Будь ласка, постав чайник,»\n — мама",,,,
COLLECTABLE_KETTLE_TITLE,Text,Remembrane III,تشغيل الغلاية,烧水,燒開水,Tænd op under kedlen,زیر کتری را روشن کن,Mettre la bouilloire à chauffer,Mach den Tee,Memasak Air di Ketel,Metti su la teiera,やかんを火にかける,주전자를 올리기,Hidupkan Cerek,Nastaw czajnik,Colocar a chaleira no fogo,Поставь чайник,Jarri teontzia,Su Isıtıcısını Tak,Закип'ятити чайник,,,,
COLLECTABLE_LOVE_DESCRIPTION,Text,"""Oh, I love you too... I hope this moment lasts forever!""\n - Angela","آه، أنا أحبك أيضًا... آمل أن تستمر هذه اللحظات إلى الأبد!""""\n - أنجيلا",“噢，我也爱你...我真希望这一刻就是永恒！”\n - 安琪拉,"噢，我也愛你…真希望時間停在這一刻！""""\n - 安琪拉","""Åh, jeg elsker også dig... Jeg håber dette vil vare evigt!""\n - Angela",«اوه، منم دوست دارم... امیدوارم این لحظه هیچوقت تمام نشود!»/n - آنجلا,"« Oh, je t'aime aussi... J'aimerais que ce moment dure toute l'éternité ! »\n - Angela","„Oh, ich liebe dich auch … Ich hoffe, dieser Moment dauert ewig an!\n – Angela","""Oh, aku juga menyayangimu... Semoga momen ini abadi!""\n - Angela","""Oh, anch’io ti amo... Vorrei che questo momento durasse per sempre!""\n - Angela",「私も愛してる...この瞬間が永遠に続けばいいのに！」\n - アンジェラ,"""오, 저도 사랑해요... 이 순간이 영원했으면 좋겠어요!""＼n - 안젤라","""Oh, Saya sayang awak juga... Saya harap detik ini akan kekal selama-lamanya!""\n - Angela","„Och, ja też cię kocham... Mam nadzieję, że ta chwila będzie trwała wiecznie!”\n – Angela","""Ah, eu te amo também... Queria que este momento durasse para sempre!""\n — Ângela","«Ох, я тоже тебя люблю... Как я хочу, чтобы этот момент не заканчивался!»,\n — Анжела","""Ah, nik ere maite zaitut... Une honek betirako irautea nahi nuke!""\n - Angela","""Oh, ben de seni çok seviyorum... Umarım bu an sonsuza kadar sürer!""\n - Angela","«Я тебе також кохаю... Сподіваюсь, ця мить триватиме вічно!»\n — Анжела",,,,
COLLECTABLE_LOVE_TITLE,Text,Remembrane XIV,الحب,爱情,真愛,Kærlighed,عشق,Amour,Liebe,Cinta,Amore,愛,사랑,Sayang,Miłość,Amor,Любовь,Maitasuna,Aşk,Кохання,,,,
COLLECTABLE_MARRIAGE_DESCRIPTION,Text,"""...for better, for worse, for richer, for poorer, in sickness and in health, until death do you part!""\n - Robed Stranger","...قم بعملك للأفضل، للأسوأ، للأغنى، للأفقر، في المرض، وفي الصحة، حتى الموت!""""\n - روبد سترانجر",“...无论是好是坏、富裕或贫穷、疾病还是健康，都彼此相爱、珍惜，直到死亡将你俩分开！”\n - 长袍陌生人,"……無論甘苦，無論貧富，無論病痛健康，誓言相親相愛，至死不渝！""""\n - 長袍怪人","""...Vil du elske og ære hende, og leve med hende både i medgang og modgang, indtil døden jer skiller.""\n – Fremmed",«...هنگام خوشی ها، هنگام سختی ها، در ثروت، در فقر، در بیماری و در سلامتی، تا هنگام مرگ در کنار هم خواهید بود!»/n - غریبه ربوده شده,"« ... pour le meilleur, comme pour le pire, dans la richesse et dans la pauvreté, dans la maladie et la santé, jusqu'à ce que la mort vous sépare ! »\n - Inconnu revêtu","„… für immer, in guten wie in schlechten Zeiten, bis dass der Tod uns scheidet!“\n – Verhüllter Fremder","""...saat senang, saat susah, saat kaya, saat miskin, saat sakit, dan saat sehat, hingga maut memisahkan!""\n - Robed Stranger","""...nella buona e nella cattiva sorte, in ricchezza e in povertà, in salute e in malattia, finché morte non vi separi!""\n - Sconosciuto con la tunica",「...良いときも悪いときも、富めるときも貧しきときも、病めるときも健やかなるときも、死がふたりを分かつまで！」 - ローブをまとったよそ者,"""...좋을 때나, 나쁠 때나, 부유할 때나, 가난할 때나, 아플 때나, 건강할 때도, 죽음이 우리를 갈라 놓을 때 까지!""＼n - 돈을 잃은 낯선 이","""...ketika dalam keadaan yang lebih baik, lebih teruk, lebih kaya, lebih miskin, ketika sakit dan ketika sihat, sehingga kematian memisahkan kita!""\n - Orang Tidak Dikenali Berpakaian Jubah","„...w zdrowiu i w chorobie, w szczęściu i w nieszczęściu, dopóki śmierć was nie rozłączy!”\n – Nieznajomy w szacie","""... no melhor e no pior, na riqueza e na pobreza, na saúde e na doença até que a morte vos separe!""\n — Estranho com vestes","«...в горе и в радости, в богатстве и в бедности, в болезни и в здравии, пока смерть не разлучит нас!»\n — незнакомец в сутане","""...onean eta txarrean, aberastasun eta txirotasunean, osasun eta gaitzean, heriotzak banandu bitartean""\n - Tunikadun ezezaguna","""...Ölüm sizi ayırana kadar iyi günde, kötü günde, zenginlikte, fakirlikte, hastalıkta ve sağlıkta!""\n - Robed Stranger","«... в хороші часи і погані, у багатстві та бідності, у хворобі і в здоров'ї, доколи смерть не розлучить нас!»\n — Незнайомець у костюмі",,,,
COLLECTABLE_MARRIAGE_TITLE,Text,Remembrane XV,الزواج,婚姻,婚姻,Bryllup,ازدواج,Mariage,Ehe,Pernikahan,Matrimonio,結婚,결혼,Perkahwinan,Małżeństwo,Casamento,Брак,Ezkontza,Evlilik,Шлюб,,,,
COLLECTABLE_SCHOOL_DESCRIPTION,Text,"""Why don't you just ask some of the other kids from school if they want to play?""\n - Mom","لماذا لا تسأل بعض الأطفال الآخرين في المدرسة إن كانوا يريدون اللعب معك؟""""\n - الأم",“你为什么不问问学校里的其他孩子，要不要一起玩呢？”\n - 妈妈,"為什麼你們不問學校的其他孩子要不要一起玩？""""\n – 媽媽","""Hvorfor spørger du ikke bare nogle af de andre børn fra skolen om de vil lege?""\n - Mor",«چرا از بچه های دیگر مدرسه نمی پرسی که می خواهند بازی کنند یا نه؟»/n - مامان,« Et si tu essayais de demander aux autres enfants à l'école s'ils veulent jouer avec toi ? »\n - Maman,"„Warum fragst du nicht ein paar andere Kinder aus der Schule, ob sie spielen wollen?“\n – Mama","Kenapa tidak mengajak teman sekolah kamu jika kamu ingin bermain?""""\n - Ibu","Perché non vai a chiedere a qualche tuo compagno di scuola se vuole giocare?""""\n - Mamma",「学校のお友達に一緒に遊ぼうって聞いてみれば？」\n - 母さん,"학교 친구들에게 가서 같이 놀자고 하는건 어떠니?""""＼n  - 엄마","Mengapa kamu tidak tanya beberapa kanak-kanak lain dari sekolah sama ada mereka mahu bermain?""""\n - Ibu","„Dlaczego nie zapytasz dzieci w szkole, czy chcą się bawić?”\n – Mama","Por que não pergunta às outras crianças se não querem brincar?""""\n — Mamãe","«Почему ты просто не спросишь у других ребят, не хотят ли они поиграть?»\n — мама","""Zergatik ez ditugu gelako lagun batzuk jostatzera gonbidatzen?""\n - Ama","Neden okuldaki diğer çocuklara oyun oynamak isteyip istemediklerini sormuyorsun?""""\n - Annen","«Чому ти не спитаєш інших дітей у школі. Може, вони погодяться пограти?»\n — мама",,,,
