key,source,target
C01_Strings_SB/AG_DEATHFISH,"An intro page for a shooting minigame idea. We always wanted Jot to become super-buff when the situation called for it. There's no real logic to it, it just seemed like a funny idea.",
C01_Strings_SB/AG_ENEMYIDEAS1,"Sometimes it's useful just to draw a whole load of enemies without too much thought as to how they'll be used. You can pick the ones you like afterwards.",
C01_Strings_SB/AG_ENEMYIDEAS2,The little pig enemy here would eventually become the Rubboink character found in Artia.,
C01_Strings_SB/AG_ENEMYIDEAS3,"I like Business Bear here. Shame we didn't find a spot for him in this game. Maybe one day his time will come.",
C01_Strings_SB/AG_ENEMYIDEAS4,Exploring designs for silhouetted enemies.,
C01_Strings_SB/AG_FIRSTSKETCHES1,"This was sketched soon after the idea of The Plucky Squire was formed. It features a very early design of our hero, Jot.",
C01_Strings_SB/AG_FIRSTSKETCHES2,Initial sketch of top-down gameplay. Narration text appearing in the environment was a planned feature since the earliest days.,
C01_Strings_SB/AG_FIRSTSKETCHES3,Sketching the look of simple full-page minigames.,
C01_Strings_SB/AG_FIRSTSKETCHES4,Initial sketch of side-scrolling gameplay.,
C01_Strings_SB/AG_FIRSTSKETCHES5,"Sketching how top-down character interactions might look, featuring an early Moonbeard design.",
C01_Strings_SB/AG_KEYART_CONCEPT1,First explorations of the key art for the game. This feels more like teaser art than key art. This art features the working title of the project.,
C01_Strings_SB/AG_KEYART_CONCEPT2,Key art rough layout featuring an early logo design.,
C01_Strings_SB/AG_KEYART_FINAL,The final key art. The art is made up of a combination of 3D renders and digitally-painted elements.,
C01_Strings_SB/AG_MINIGAMEART_RESOTUB,"The image for this shooting minigame was a saturday morning sci-fi cartoon. We call this gameplay section 'Resotub'.",
C01_Strings_SB/AG_MODELSHEET_JOT,Jot has ink stains on his writing hand.,
C01_Strings_SB/AG_MODELSHEET_THRASH,Thrash has callouses on his fingers from drumming and on the soles of his feet from... walking around barefoot.,
C01_Strings_SB/AG_MODELSHEET_VIOLET,"Violet's hands are paint-stained.",
C01_Strings_SB/AG_OBJECTDESIGN_DOMINO,"At first the interactive domino objects in our game were just normal dominoes. We realised it would make life much easier if they could only fall one-way, however, and so the one-way domino object was born.",
C01_Strings_SB/AG_STORYTEST,Explorations in the presentation of story sequences. At first they were more comic-like in their layout - formatted in square panels - but eventually became more picturebook-esque.,
C01_Strings_SB/AG_ALT_HERO_1_TITLE,ALT HERO 1,
C01_Strings_SB/AG_ALT_HERO_2_TITLE,ALT HERO 2,
C01_Strings_SB/AG_BIRTH_OF_THE_GLITCHBIRD_TITLE,BIRTH OF THE GLITCHBIRD,
C01_Strings_SB/AG_CHARACTERART_DINOSAURS_TITLE,CHARACTER ART - DINOSAURS,
C01_Strings_SB/AG_CONCEPT_AREA_BEACH_TITLE,CONCEPT - AREA - BEACH,
C01_Strings_SB/AG_CONCEPT_AREA_DINOLAND_TITLE,CONCEPT - AREA - DINO LAND,
C01_Strings_SB/AG_CONCEPT_AREA_CANDYLAND_TITLE,CONCEPT - AREA - CANDY LAND,
C01_Strings_SB/AG_CONCEPT_AREA_CASTLETOWN_TITLE,CONCEPT - AREA - CASTLE TOWN,
C01_Strings_SB/AG_CONCEPT_AREA_CASTLE_TITLE,CONCEPT - AREA - CASTLE,
C01_Strings_SB/AG_CONCEPT_AREA_FAIRYFOREST_TITLE,CONCEPT - AREA - FAIRY FOREST,
C01_Strings_SB/AG_CONCEPT_AREA_HAUNTED_TITLE,CONCEPT - AREA - HAUNTED,
C01_Strings_SB/AG_CONCEPT_AREA_JAIL_TITLE,CONCEPT - AREA - JAIL,
C01_Strings_SB/AG_CONCEPT_AREA_MOUNTAINS_TITLE,CONCEPT - AREA - MOUNTAINS,
C01_Strings_SB/AG_CONCEPT_AREA_SKELETOWN_TITLE,CONCEPT - AREA - SKELETOWN,
C01_Strings_SB/AG_CONCEPT_AREA_SLIMEDUNGEON_TITLE,CONCEPT - AREA - SLIME DUNGEON,
C01_Strings_SB/AG_CONCEPT_AREA_SNOWROUTE_TITLE,CONCEPT - AREA - SNOW ROUTE,
C01_Strings_SB/AG_CONCEPT_AREA_SWAMP_TITLE,CONCEPT - AREA - SWAMP,
C01_Strings_SB/AG_CONCEPT_AREA_VOLCANO_TITLE,CONCEPT - AREA - VOLCANO,
C01_Strings_SB/AG_CONCEPT_AREA_WIZARDLAB_TITLE,CONCEPT - AREA - WIZARD LAB,
C01_Strings_SB/AG_CONCEPT_BOXINGMINIGAME_TITLE,CONCEPT - BOXING MINIGAME,
C01_Strings_SB/AG_CONCEPT_BUGFIGHT_TITLE,CONCEPT - BUG FIGHT,
C01_Strings_SB/AG_CONCEPT_CHARACTER_JOT_TITLE,CONCEPT - CHARACTER: JOT,
C01_Strings_SB/AG_CONCEPT_CHARACTER_MOONBEARD_TITLE,CONCEPT - CHARACTER: MOONBEARD,
C01_Strings_SB/AG_CONCEPT_CHARACTER_PIP_TITLE,CONCEPT - CHARACTER: PIP,
C01_Strings_SB/AG_CONCEPT_CHARACTER_THRASH_TITLE,CONCEPT - CHARACTER: THRASH,
C01_Strings_SB/AG_CONCEPT_CHARACTER_VIOLET_TITLE,CONCEPT - CHARACTER: VIOLET,
C01_Strings_SB/AG_CONCEPT_CHARACTER_HUMGRUMP_TITLE,CONCEPT - CHARACTER: HUMGRUMP,
C01_Strings_SB/AG_CONCEPT_GAMEPLAY_MOLES_TITLE,CONCEPT - GAMEPLAY - MOLES,
C01_Strings_SB/AG_CONCEPT_OUTOFTHEBOOK_TITLE,CONCEPT - OUT OF THE BOOK,
C01_Strings_SB/AG_CONCEPT_ROOM_TITLE,CONCEPT - ROOM,
C01_Strings_SB/AG_CONCEPT_THEDARKDESK_TITLE,CONCEPT - THE DARK DESK,
C01_Strings_SB/AG_DEATHFISH_TITLE,DEATH FISH,
C01_Strings_SB/AG_ENEMYIDEAS1_TITLE,ENEMY IDEAS 1,
C01_Strings_SB/AG_ENEMYIDEAS2_TITLE,ENEMY IDEAS 2,
C01_Strings_SB/AG_ENEMYIDEAS3_TITLE,ENEMY IDEAS 3,
C01_Strings_SB/AG_ENEMYIDEAS4_TITLE,ENEMY IDEAS 4,
C01_Strings_SB/AG_FIRSTSKETCHES1_TITLE,FIRST SKETCHES 1,
C01_Strings_SB/AG_FIRSTSKETCHES2_TITLE,FIRST SKETCHES 2,
C01_Strings_SB/AG_FIRSTSKETCHES3_TITLE,FIRST SKETCHES 3,
C01_Strings_SB/AG_FIRSTSKETCHES4_TITLE,FIRST SKETCHES 4,
C01_Strings_SB/AG_FIRSTSKETCHES5_TITLE,FIRST SKETCHES 5,
C01_Strings_SB/AG_KEYART_CONCEPT1_TITLE,KEY ART - CONCEPT 1,
C01_Strings_SB/AG_KEYART_CONCEPT2_TITLE,KEY ART - CONCEPT 2,
C01_Strings_SB/AG_KEYART_FINAL_TITLE,KEY ART - FINAL,
C01_Strings_SB/AG_MINIGAMEART_RESOTUB_TITLE,MINIGAME ART - RESOTUB,
C01_Strings_SB/AG_MODELSHEET_JOT_TITLE,MODEL SHEET - JOT,
C01_Strings_SB/AG_MODELSHEET_THRASH_TITLE,MODEL SHEET - THRASH,
C01_Strings_SB/AG_MODELSHEET_VIOLET_TITLE,MODEL SHEET - VIOLET,
C01_Strings_SB/AG_OBJECTDESIGN_DOMINO_TITLE,OBJECT DESIGN - DOMINO,
C01_Strings_SB/AG_STORYTEST_TITLE,STORY TEST,
C01_Strings_SB/Training_Intro_JumpAttack,"HEY UP. @TIME TO TRY OUT THE JUMP ATTACK, JOT.",
C01_Strings_SB/Training_Intro_SpinAttack,"HOW DO. @TIME TO TRY OUT THE SPIN ATTACK, JOT.",
C01_Strings_SB/Training_Intro_ThrowAttack,"WELL NOW. @TIME TO PRACTISE THROWING YOUR SWORD, JOT.",
C01_Strings_SB/Training_Intro_NoTutorial,ALRIGHT THERE. @BACK FOR SOME MORE TRAINING?#USE THE BOARD TO CHOOSE WHAT TO PRACTISE.,
C01_Strings_SB/Training_Complete,"GOOD GOING. @IF YOU WANT TO KEEP TRAINING, CHECK OUT THE BOARD. @OTHERWISE, LEAVE VIA THE EXIT AT THE BOTTOM OF THE PAGE.",
C01_Strings_SB/Training_JumpAttack_Tutorial_Heading,JUMP ATTACK,JAUZI ERASOA
C01_Strings_SB/Training_ThrowAttack_Tutorial_Heading,SWORD THROW,JAURTI EZPATA
C01_Strings_SB/Training_SpinAttack_Tutorial_Heading,SPIN ATTACK,BIRA ERASOA
C01_Strings_SB/Training_JumpAttack_Tutorial_Instructions,JUMP WITH {Action_Jump} AND PRESS {Action_Attack} WHILE AIRBORNE TO SLAM DOWN,
C01_Strings_SB/Training_SpinAttack_Tutorial_Instructions,HOLD AND RELEASE {Action_Stamp} TO DO A SPIN ATTACK,
C01_Strings_SB/Training_ThrowAttack_Tutorial_Instructions,"PRESS {Action_Aim} TO THROW YOUR SWORD, AND AGAIN TO RETRIEVE IT","SAKATU {Action_Aim} ZURE EZPATA BOTATZEKO, ETA BERRIZ BUELTAN EKARTZEKO"
C01_Strings_SB/Training_WrongMove_Jump,"THAT WON'T WORK RIGHT NOW, JOT!#TRY A JUMP ATTACK.",
C01_Strings_SB/Training_WrongMove_Spin,"THAT WON'T WORK RIGHT NOW, JOT!#HIT THEM WITH THE SPIN ATTACK.",
C01_Strings_SB/Training_WrongMove_Throw,"THAT WON'T WORK RIGHT NOW, JOT!#THROW YOUR SWORD AT THEM.",
C01_Strings_SB/Shop_Name_01_SwordThrow,SWORD THROW BADGE,EZPATA JAURTITZEKO INTSIGNIA
C01_Strings_SB/Shop_Name_02_SpinAttack,SPIN ATTACK BADGE,BIRA ERASOAREN INTSIGNIA
C01_Strings_SB/Shop_Name_03_JumpAttack,JUMP ATTACK BADGE,JAUZI ERASOAREN INTSIGNIA
C01_Strings_SB/Shop_Name_04_SwordDamage01,SWORD DAMAGE UPGRADE 1,EZPATA KOLPE HOBEA 1
C01_Strings_SB/Shop_Name_05_SwordDamage02,SWORD DAMAGE UPGRADE 2,EZPATA KOLPE HOBEA 2
C01_Strings_SB/Shop_Name_06_SwordDamage03,SWORD DAMAGE UPGRADE 3,EZPATA KOLPE HOBEA 3
C01_Strings_SB/Shop_Name_07_SwordThrow01,SWORD THROW UPGRADE 1,EZPATA JAURTITZE HOBEA 1
C01_Strings_SB/Shop_Name_08_SwordThrow02,SWORD THROW UPGRADE 2,EZPATA JAURTITZE HOBEA 2
C01_Strings_SB/Shop_Name_09_SwordThrow03,SWORD THROW UPGRADE 3,EZPATA JAURTITZE HOBEA 3
C01_Strings_SB/Shop_Name_10_SpinAttack01,SPIN ATTACK UPGRADE 1,BIRA ERASO HOBEA 1
C01_Strings_SB/Shop_Name_11_SpinAttack02,SPIN ATTACK UPGRADE 2,BIRA ERASO HOBEA 2
C01_Strings_SB/Shop_Name_12_SpinAttack03,SPIN ATTACK UPGRADE 3,BIRA ERASO HOBEA 3
C01_Strings_SB/Shop_Name_13_RandomAbility,RANDOM SPECIAL ABILITY,
C01_Strings_SB/Shop_Name_14_ArtScroll,ART SCROLL,ARTE PERGAMINOA
C01_Strings_SB/Glitchbird_01,YOU FOUND A LOST GLITCHBIRD! @IT WILL RETURN TO ITS HOMELAND.,GALDUTAKO HEGHAUTSI BAT BAT AURKITU DUZU! @BERE SORTERRIRA ITZULIKO DA.
C01_Strings_SB/Glitchbird_02,YOU FOUND A SECOND LOST GLITCHBIRD! @IT WILL RETURN TO ITS HOME WITH JOY IN ITS LITTLE HEART.,GALDUTAKO BIGARREN HEGHAUTSIA AURKITU DUZU! @BIHOTZ TXIKIA ZORIONEZ BETETA DUELA ITZULIKO DA BERE ETXERA.
C01_Strings_SB/Glitchbird_03,YOU FOUND A THIRD LOST GLITCHBIRD! @YOU ARE REALLY GOOD AT FINDING GLITCHBIRDS.,GALDUTAKO HIRUGARREN HEGHAUTSIA AURKITU DUZU! @BENETAN ONA ZARA HEGHAUTSIAK AURKITZEN.
C01_Strings_SB/Glitchbird_04,"YOU FOUND A FOURTH LOST GLITCHBIRD! @GLITCHBIRDS ARE HIGHLY CURIOUS CREATURES, BUT, ALAS, NOT INCREDIBLY PERCEPTIVE. @THIS OFTEN LEADS TO THEM BECOMING CONFUSED AND LOST. @AFTER A WHILE THEY BECOME QUITE LONELY, AND LONG TO RETURN TO THEIR HOMELAND. @GOOD JOB FINDING THIS ONE.","GALDUTAKO LAUGARREN HEGHAUTSIA AURKITU DUZU! @HEGHAUTSIAK OSO IZAKI KUXKUXEROAK DIRA, BAINA, EZ BEREZIKI ARGIAK. @HORREGATIK ASKOTAN NAHASI ETA GALDU EGITEN DIRA. @AZKENERAKO BAKARRIK GELDITZEN DIRA, ETA SORTERRITIK URRUN. @LAN ITZELA HAU AURKITZEN."
C01_Strings_SB/Glitchbird_05,"YOU FOUND A FIFTH LOST GLITCHBIRD! @WHEN YOU FEEL THAT YOU ARE LOST, WITH NO WAY OUT IN SIGHT... @PLEASE BE BRAVE, AND HAVE HOPE. @THERE IS ALWAYS A WAY BACK TO THE LIGHT. @AND THANK YOU FOR RESCUING THIS GLITCHBIRD. THERE ARE STILL A FEW MORE TO FIND!","GALDUTAKO BOSGARREN HEGHAUTSIA AURKITU DUZU! @GALDUTA ZAUDELA SENTITZEN DUZUNEAN, ARGITASUNETIK URRUN... @MESEDEZ IZAN ADOREA, ETA IZAN ITXAROPENA. @BETI DAGO ARGITASUNEA ITZULTZEKO BIDEA. @ETA ESKERRIK ASKO HEGHAUTSI HAU SALBATZEAGATIK. ORAINDIK BADAUDES AURKITZEKO BATZUK GEHIAGO!"
C01_Strings_SB/Glitchbird_06,"YOU FOUND A SIXTH LOST GLITCHBIRD! @TO THE UNTRAINED EYE, GLITCHBIRDS LOOK SIMILAR TO EACH OTHER. @HOWEVER, EACH ONE IS QUITE UNIQUE. @FOR EXAMPLE, IN ITS HOMELAND THE GLITCHBIRD YOU JUST RESCUED IS A CHARTERED SURVEYOR.","GALDUTAKO SEIGARREN HEGHAUTSIA AURKITU DUZU! @ENTRENATU GABEKO BEGIARENTZAT, HEGHAUTSI GUZTIAK BERDINAK DIRA. @HALA ERE, BAKOITZA BEREZIA DA. @ADIBIDEZ, SALBATU BERRI DUZUNA BERE SORTERRIAN BIDE-INGENIARIA ZEN."
C01_Strings_SB/Glitchbird_07,"YOU FOUND A SEVENTH LOST GLITCHBIRD! @THAT GLITCHBIRD WAS ACTUALLY A HIGHLY RESPECTED PIANIST IN ITS HOMELAND. @YOU WERE IN THE PRESENCE OF A CELEBRITY AND YOU DIDN'T REALISE IT. @PERHAPS IT WILL WRITE A SONG ABOUT THE KIND SQUIRE WHO RESCUED IT.","GALDUTAKO ZAZPIGARREN HEGHAUTSIA AURKITU DUZU! @HEGHAUTSI HAU ITZAL HANDIKO PIANO-JOTZAILEA DA BERE SORTERRIAN. @IZAKI OSPETSU BAT IZAN DUZU ZUREKIN ETA EZ ZARA OHARTU ERE EGIN. @BEHARBADA SALBATU ZUEN EZKUTARIARI BURUZKO ABESTI BAT EGINGO DU."
C01_Strings_SB/Glitchbird_08,"YOU FOUND AN EIGHTH LOST GLITCHBIRD! @YOU'RE GETTING CLOSE TO RESCUING ALL THE LOST GLITCHBIRDS! @CRACKING JOB SO FAR!","GALDUTAKO ZORTZIGARREN HEGHAUTSIA AURKITU DUZU! @HEGHAUTSI GUZTIAK SALBATZETIK OSO GERTU ZAUDE! @IZUGARRIZKO LANA!"
C01_Strings_SB/Glitchbird_09,"YOU FOUND A NINTH LOST GLITCHBIRD! @THERE'S ONLY ONE LEFT TO FIND! @NOW WHERE COULD IT BE?","GALDUTAKO BEDERATZIGARREN HEGHAUTSIA AURKITU DUZU! @BAT BAKARRIK GELDITZEN ZAIZU! @NON EGON LITEKE?"
C01_Strings_SB/Glitchbird_10,"YOU FOUND THE TENTH AND FINAL LOST GLITCHBIRD! @ALL THE GLITCHBIRDS ARE NOW BACK IN THEIR HOMELAND. @WORD IS THAT THEY'RE PLANNING TO THROW A PARTY IN YOUR HONOUR. @IT'S SAID THAT THOSE WHO DO GOOD DEEDS FOR GLITCHBIRDS WILL EXPERIENCE GOOD FORTUNE. @THANK YOU FOR RESCUING THEM ALL, AND MAY FORTUNE SMILE UPON YOU.","GALDUTAKO HAMARGARREN ETA AZKEN HEGHAUTSIA AURKITU DUZU! @HEGHAUTSI GUZTIAK BERAIEN SORTERRIETAN DAUDE HONEZKERO. @TXUTXUMUTXUEK DIOTE ZURE OHOREZKO FESTA BAT EGINGO DUTELA. @DIOTENEZ, HEGHAUTSIEI LAGUNTZEN DIENEK ZORTE ONA IZATEN OMEN DUTE. @ESKERRIK ASKO GUZTIAK SALBATZEAGATIK, ZORTE ONA IZAN DEZAZULA."
C01_Strings_SB/PageChat_TiltGauntlets_3,"HERE, A PORTAL TO HELP YOU ON YOUR WAY...",
C01_Strings_SB/PageChat_Torch_BugWalk,"GOOD GOING, YOUNG SQUIRE! @I BELIEVE THAT THE ITEM THAT CAN HELP YOU GET BACK TO YOUR WORLD IS FURTHER AHEAD. @BUT, LISTEN, ON YOUR WAY YOU MAY RUN INTO CREEPY CRAWLY COLEOPTERA... @BEETLES! SAM LIKES TO KEEP THEM AS PETS, YOU SEE... @BEWARE, JOT! DON'T GET EATEN! @IT SIMPLY WOULDN'T DO...","ONGI EGINA, EZKUTARI GAZTEA! @ZURE MUNDURA ITZULTZEN LAGUNDUKO DIZUN OBJEKTUA AURRERAXEAGO DAGOELA USTE DUT. @BAINA, ENTZUN, BALITEKE ZURE BIDEAN KOLEOPTERO BELDURGARRIAK AURKITZEA... @KAKALARDOAK! SAMEK MASKOTA MODUAN IZATEN DITU... @KASU EMAN, JOT! EZ ZAITZATELA JAN! @ARAZOA HANDIA LITZATEKE..."
C01_Strings_SB/PageChat_MadeItToStatue,"JOT! EXCEPTIONAL PROGRESS! @LOOK, THERE'S SOMETHING I NEED TO SHOW YOU...",
C01_Strings_SB/PageChat_PluckySquireMerch,"SAM DREW THESE SKETCHES OF YOU...QUITE A REMARKABLE LIKENESS, I MUST ATTEST. @AS YOU MIGHT BE ABLE TO TELL, HE IS VERY FOND OF YOU AND YOUR ADVENTURES. @I'M GLAD THAT YOU GOT TO SEE THIS, JOT... TO SEE HOW MUCH YOU MEAN TO HIM.",
C01_Strings_SB/PageChat_StatueEnd,"NOW, LET'S PRESS ON! THE ITEM YOU SEEK IS JUST AHEAD!",
C01_Strings_SB/BookTitle_Plucky,THE PLUCKY SQUIRE,
C01_Strings_SB/BookTitle_Humgrump,THE MAGNIFICENT HUMGRUMP,
C01_Strings_SB/BookTitle_Mojo,THE PLUCKY SQUIRE AND THE WARRIORS OF MOJO,
C01_Strings_SB/Credits_ThankYou,THANK YOU FOR PLAYING,
C01_Strings_SB/Credits_GameByAPF,"THE PLUCKY SQUIRE WAS A GAME BY ALL POSSIBLE FUTURES, PUBLISHED BY DEVOLVER",
C01_Strings_SB/Credits_PluckyReturn,THE PLUCKY SQUIRE WILL RETURN,
C01_Strings_SB/GameOver_Jot,JOT DUSTED HIMSELF OFF AND AROSE TO FIGHT ONCE MORE,
C01_Strings_SB/GameOver_Pip,PIP DUSTED HIMSELF OFF AND AROSE TO FIGHT ONCE MORE,
C01_Strings_SB/GameOver_Thrash,THRASH DUSTED HIMSELF OFF AND AROSE TO FIGHT ONCE MORE,
C01_Strings_SB/GameOver_Violet,VIOLET DUSTED HERSELF OFF AND AROSE TO FIGHT ONCE MORE,
C01_Strings_SB/Martina_Intro1,HERE WAS MARTINA,
C01_Strings_SB/Martina_Intro2,"HERE WAS MARTINA, THE FRIENDLY SHOP",
C01_Strings_SB/WorldMap_Artia,ARTIA,
C01_Strings_SB/WorldMap_Boogie,BOOGIE BEACH,
C01_Strings_SB/WorldMap_Honey,HONEY PEAK,EZTI TONTORRA
C01_Strings_SB/WorldMap_Inkwood,INKWOOD,TINTABASOA
C01_Strings_SB/WorldMap_Swamps,SONNET SWAMPS,SONETO ZINGIRAK
C01_Strings_SB/WorldMap_LandOfMojo,THE LAND OF MOJO,MOJO LURRALDEA
C01_Strings_SB/WorldMap_TomeTower,TOME TOWER,LIBURUKI DORREA
C01_Strings_SB/WorldMap_Trarrg,TRARRG MOUNTAIN,
C01_Strings_SB/Credits_Directed,DIRECTED BY,ZUZENDARIA
C01_Strings_SB/Credits_2DAnim,2D ANIMATION,ANIMAZIOA
C01_Strings_SB/Credits_2DArt,2D ART,ARTEA
C01_Strings_SB/Credits_2DEnvArt,2D ENVIRONMENT ART,2D INGURUNE ARTEA
C01_Strings_SB/Credits_2DVisEffects,VISUAL EFFECTS,EFEKTU BISUALAK
C01_Strings_SB/Credits_2DProgram,PROGRAMMING,PROGRAMAZIOA
C01_Strings_SB/Credits_Design,DESIGN,DISEINUA
C01_Strings_SB/Credits_Sound,SOUND DESIGN,SOINU DISEINUA
C01_Strings_SB/Credits_AudioEngineering,AUDIO ENGINEERING,AUDIO INGENIARIA
C01_Strings_SB/Credits_Lighting,LIGHTING,ARGIZTATZEA
C01_Strings_SB/Credits_Producer,PRODUCER,PRODUKTOREA
C01_Strings_SB/Credits_Story,STORY,ISTORIOA
C01_Strings_SB/Credits_Narrative,NARRATIVE CONSULTATION,
C01_Strings_SB/Credits_ConceptArt,CONCEPT ART,ARTE KONTZEPTUALA
C01_Strings_SB/Credits_Music,MUSIC,MUSIKA
C01_Strings_SB/Credits_MusicProducer,MUSIC PRODUCER,
C01_Strings_SB/Credits_MusicProduction,MUSIC PRODUCTION,
C01_Strings_SB/Credits_VoiceActing,VOICE ACTING,
C01_Strings_SB/Credits_Narrator,AS THE NARRATOR,
C01_Strings_SB/Credits_Jot,AS JOT,
C01_Strings_SB/Credits_VoiceActingProd,VOICE ACTING PRODUCTION,
C01_Strings_SB/Credits_ArtProd,ART PRODUCTION,
C01_Strings_SB/Credits_SpecialThanks,SPECIAL THANKS,
C01_Strings_SB/Shop_Free,FREE,DOAN
C01_Strings_SB/Shop_UI_Select,{Action_UI_Select} SELECT,
C01_Strings_SB/Shop_UI_Cancel,CANCEL {Action_UI_Cancel},
C01_Strings_SB/Training_Board_Instructions,WHICH MOVE WOULD YOU LIKE TO PRACTISE?,
C01_Strings_SB/Shop_Yes,YES,BAI
C01_Strings_SB/Shop_No,NO,EZ
C01_Strings_SB/Shop_Ok,OK!,ADOS!
C01_Strings_SB/Shop_New,NEW!,BERRIA!
C01_Strings_SB/Shop_Test_Move,DO YOU WANT TO TEST THIS MOVE OUT?,MUGIMENDUA PROBATU NAHI AL DUZU?
C01_Strings_SB/Shop_Nothing_Left,THERE IS NOTHING LEFT TO BUY!,EZ DAGO EZER GEHIAGO EROSTEKO!
C01_Strings_SB/Shop_Not_Enough_Bulbs,NOT ENOUGH BULBS TO BUY THIS ITEM!,
C01_Strings_SB/Credits_3DEnvArt,3D ENVIRONMENT ART,
C01_Strings_SB/Credits_3DAnim,3D ANIMATION,
C01_Strings_SB/Credits_3DLighting,3D LIGHTING,
C01_Strings_SB/Credits_StickerArt,2D STICKER ART,
C01_Strings_SB/AG_RAPBATTLE,"While exploring ideas of incorporating words in gameplay, we briefly considered the idea of Jot engaging in rap battles with various opponents. In this case, a carton of milk.",
C01_Strings_SB/AG_RAP_TITLE,CONCEPT - RAP BATTLE,
C01_Strings_SB/Credits_ExtraSpecialThanks,EXTRA SPECIAL THANKS,
C01_Strings_SB/Credits_PR,PR,
C01_Strings_SB/Credits_Localisation,LOCALISATION,
C01_Strings_SB/Credits_Testing,TESTING,
C01_Strings_SB/Credits_Porting,PORTING AND CO-DEV,
C01_Strings_SB/Credits_Art,ART,
C01_Strings_SB/Credits_MusicSFX,MUSIC AND SFX,
C01_Strings_SB/Credits_Engineer,ENGINEER,
C01_Strings_SB/Credits_VoiceTalent,VOICE TALENT AGENCY AND STUDIO,
C01_Strings_SB/Credits_AdditionalSupport,ADDITIONAL SUPPORT,
C01_Strings_SB/Credits_Proofreading,PROOFREADING,
C04_Strings_SB/0203_GleamingEye,A GLEAM IN HIS PLUCKY EYE!,DISTIRA BERE BEGI AUSARTEAN!
C04_Strings_SB/0203_SetOffTomeTower,AND SO THE PLUCKY SQUIRE SET OFF TO TOME TOWER,ETA ORDUAN EZKUTARI AUSARTA LIBURUKI DORRERANTZ ABIATU ZEN
C04_Strings_SB/0203_SpringStep,A SPRING IN HIS STEP!,ZIZTU BIZIAN!
C04_Strings_SB/0506_WP_GateSwingsOpen,THE [WORD_1] SWUNG [WORD_2],[WORD_1] BAPATEAN [WORD_2] ZEN,
C04_Strings_SB/0506_WP_Word_1,GATE,ATEA
C04_Strings_SB/0506_WP_Word_2,OPEN,IREKI
C04_Strings_SB/0910_AmeliaAppears,IT WAS#{250}VIOLET{100},{250}VIOLET{100}#ZEN
C04_Strings_SB/0910_AmeliaTrainee,VIOLET WAS A {125}TRAINEE WITCH{100} WITH A {125}LOVE OF ART{100},VIOLET {125}SORGIN IKASLEA{100} ZEN ETA {125}ARTEA MAITE ZUEN{100}
C04_Strings_SB/0910_ChildhoodFriend,"AND JOT'S {125}CHILDHOOD FRIEND{100}",ETA JOTEN {125}TXIKITAKO LAGUNA{100}
C04_Strings_SB/7576_VeryPrecarious,OH BOTHER...,ARRAIOA...
C04_Strings_SB/4344_WP_01_Empty,THE _____ SWUNG OPEN,_____ BAPATEAN IREKI ZEN
C04_Strings_SB/4344_WP_01_Complete,THE [GATE] SWUNG [OPEN],[ATEA] BAPATEAN [IREKI] ZEN
C04_Strings_SB/4344_WP_01_Iteration_01,THE _____ SWUNG OPEN,_____ BAPATEAN IREKI ZEN
C04_Strings_SB/4344_WP_01_Iteration_02,THE GATE SWUNG _____,ATEA BAPATEAN _____ ZEN
C04_Strings_SB/0102_ATreacherousTrail,A TREACHEROUS TRAIL,BIDE ARRISKUTSUA
C04_Strings_SB/0102_ChapterTwoTitle,CHAPTER FOUR,LAUGARREN KAPITULUA
C04_Strings_SB/0102a_SonnetSwamps,SONNET SWAMPS,
C04_Strings_SB/0304_DingyLand,...THROUGH THE#AQUATIC LAND#KNOWN AS...,...UREZ BETETAKO#LURRALDETIK#ETA IZENA ZUEN...
C04_Strings_SB/0304_Ribbit,RIBBIT,
C04_Strings_SB/0304_ShortCut,ON THE WAY TO ARTIA OUR HEROES TOOK A SHORTCUT...,ARTIARA BIDEAN GURE HEROIEK BIDEZIDOR BAT HARTU ZUTEN...
C04_Strings_SB/0304_SonnetSwamps,THE#{300}SONNET SWAMPS{100},{300}SONETO ZINGIRAK{100}
C04_Strings_SB/1112_DisagreeableBug,THIS BUG LOOKED RATHER DISAGREEABLE.,MOZORRO HONEK NAHIKO DESATSEGIN ITXURA ZUEN
